object_id,object_type_id,is_created,is_deleted,version_delta,tag_count_before,tag_count_after,tag_add_count,tag_remove_count,tag_modify_count,geo_shift_distance,length_change_ratio,centroid_shift,member_count_delta
111263832,0,0,0,1,4,5,1,0,0,0.03335847838319805,0,0.0,0
111267773,0,0,0,1,4,5,1,0,0,0.025284498677196943,0,0.0,0
111275465,0,0,0,1,4,5,1,0,0,0.013455696788050676,0,0.0,0
111266204,0,0,0,1,5,6,1,0,0,0.03945986128400064,0,0.0,0
111278802,0,0,0,1,4,5,1,0,0,0.05610782771062936,0,0.0,0
137898019,0,0,0,1,4,5,1,0,0,0.03187761899485436,0,0.0,0
137904805,0,0,0,1,3,3,1,1,0,0.02485656731979667,0,0.0,0
137918276,0,0,0,1,20,21,1,0,0,0.046917009767865024,0,0.0,0
137907145,0,0,0,1,6,7,1,0,0,0.022424886437630725,0,0.0,0
137911007,0,0,0,1,16,17,1,0,0,0.026788747187458016,0,0.0,0
137970106,0,0,0,1,3,3,1,1,0,0.05348165809512598,0,0.0,0
137920339,0,0,0,1,3,3,1,1,0,0.056090935232079,0,0.0,0
137927504,0,0,0,1,3,3,1,1,0,0.014807878028150397,0,0.0,0
137929628,0,0,0,1,3,3,1,1,0,0.03335847838319805,0,0.0,0
137932850,0,0,0,1,3,3,1,1,0,0.026791242723645872,0,0.0,0
137938023,0,0,0,1,4,5,1,0,0,0.05349053954400929,0,0.0,0
137966659,0,0,0,1,5,6,1,0,1,0.03186767417221127,0,0.0,0
137935064,0,0,0,1,4,5,1,0,0,0.02345730693228144,0,0.0,0
137987056,0,0,0,1,3,3,1,1,0,0.023445490635269125,0,0.0,0
137991599,0,0,0,1,3,3,1,1,0,0.014867777644167062,0,0.0,0
137997198,0,0,0,1,3,3,1,1,0,0.04465029491487613,0,0.0,0
137999859,0,0,0,1,3,3,1,1,0,0.04981468739378333,0,0.0,0
138027012,0,0,0,1,3,3,1,1,0,0.026749219545396687,0,0.0,0
140348905,0,0,0,1,3,3,1,1,0,0.03177231760387194,0,0.0,0
138010977,0,0,0,1,2,3,1,0,0,0.022238985588798697,0,0.0,0
140352003,0,0,0,1,4,5,1,0,0,0.037242667536847435,0,0.0,0
140364932,0,0,0,1,3,3,1,1,0,0.022238984798711222,0,0.0,0
140381909,0,0,0,1,3,3,1,1,0,0.0534345073468549,0,0.0,0
140386492,0,0,0,1,3,3,1,1,0,0.03654053359035862,0,0.0,0
140968976,0,0,0,1,3,3,1,1,0,0.024831866774360774,0,0.0,0
140971270,0,0,0,1,3,3,1,1,0,0.03175089805837951,0,0.0,0
140973364,0,0,0,1,3,3,1,1,0,0.037128340857523874,0,0.0,0
140377142,0,0,0,1,3,4,1,0,0,0.013393370726239294,0,0.0,0
140975603,0,0,0,1,3,3,1,1,0,0.024859041489652036,0,0.0,0
140986178,0,0,0,1,3,3,1,1,0,0.029699366448872947,0,0.0,0
140990184,0,0,0,1,3,3,1,1,0,0.07036041538242276,0,0.0,0
140992604,0,0,0,1,3,3,1,1,0,0.037122368860333446,0,0.0,0
140994451,0,0,0,1,3,3,1,1,0,0.022283970427930774,0,0.0,0
140996661,0,0,0,1,3,3,1,1,0,0.036508271629454955,0,0.0,0
140998748,0,0,0,1,3,3,1,1,0,0.026739866614690234,0,0.0,0
141008618,0,0,0,1,3,3,1,1,0,0.057562850573229775,0,0.0,0
141010721,0,0,0,1,3,3,1,1,0,0.06698009892028578,0,0.0,0
140984478,0,0,0,1,2,3,1,0,0,0.04691340979782323,0,0.0,0
141008603,0,0,0,1,3,4,1,0,0,0.05798702163680258,0,0.0,0
140988379,0,0,0,1,3,4,1,0,0,0.03730116855576104,0,0.0,0
140980889,0,0,0,1,4,5,1,0,0,0.06308442197071816,0,0.0,0
141051965,0,0,0,1,3,3,1,1,0,0.0400077659664812,0,0.0,0
141051973,0,0,0,1,3,3,1,1,0,0.007364217712732902,0,0.0,0
141057142,0,0,0,1,3,3,1,1,0,0.024733475181505947,0,0.0,0
141083811,0,0,0,1,3,3,1,1,0,0.049586664862949305,0,0.0,0
141067933,0,0,0,1,4,5,1,0,0,0.023427534347033294,0,0.0,0
141079809,0,0,0,1,4,5,1,0,0,0.04281598539862846,0,0.0,0
150935667,0,0,0,1,13,14,1,0,0,0.04511650707008626,0,0.0,0
150934610,0,0,0,1,13,14,1,0,0,0.04509504951196799,0,0.0,0
150933908,0,0,0,1,13,14,1,0,0,0.04695178913333704,0,0.0,0
150936508,0,0,0,1,34,35,1,0,0,0.02227001265962549,0,0.0,0
150937894,0,0,0,1,11,12,1,0,0,0.05348770243768777,0,0.0,0
150937401,0,0,0,1,26,27,1,0,0,0.03006609366872455,0,0.0,0
150939382,0,0,0,1,13,14,1,0,0,0.015151857192157626,0,0.0,0
150938746,0,0,0,1,15,16,1,0,0,0.03172039445322207,0,0.0,0
150941165,0,0,0,1,15,16,1,0,0,0.0074912750609539,0,0.0,0
150939994,0,0,0,1,15,16,1,0,0,0.03420316392668439,0,0.0,0
150941747,0,0,0,1,13,14,1,0,0,0.06330760390616366,0,0.0,0
150942431,0,0,0,1,11,12,1,0,0,0.04447797038750992,0,0.0,0
150943688,0,0,0,1,14,15,1,0,0,0.05987570638884557,0,0.0,0
150943340,0,0,0,1,15,16,1,0,1,0.03728688721115987,0,0.0,0
150952869,0,0,0,1,13,14,1,0,0,0.018626089745860105,0,0.0,0
150956544,0,0,0,1,15,16,1,0,0,0.029973500574591333,0,0.0,0
150952726,0,0,0,1,15,16,1,0,0,0.018635825613031065,0,0.0,0
150955370,0,0,0,1,13,14,1,0,0,0.023454041895670668,0,0.0,0
150946405,0,0,0,1,16,17,1,0,0,0.022580053715171237,0,0.0,0
150956984,0,0,0,1,13,14,1,0,0,0.06327572198187847,0,0.0,0
150958540,0,0,0,1,15,16,1,0,0,0.04447797038750992,0,0.0,0
150958806,0,0,0,1,15,16,1,0,0,0.06699361400427571,0,0.0,0
150960215,0,0,0,1,15,16,1,0,0,0.02679728511314119,0,0.0,0
150958882,0,0,0,1,15,16,1,0,0,0.04510439359785712,0,0.0,0
150960164,0,0,0,1,13,14,1,0,0,0.03881321226689335,0,0.0,0
150963633,0,0,0,1,15,16,1,0,0,0.011119492794399348,0,0.0,0
150964086,0,0,0,1,13,14,1,0,0,0.05361959519901643,0,0.0,0
150964720,0,0,0,1,14,14,1,1,0,0.04990061821754219,0,0.0,0
150966349,0,0,0,1,15,16,1,0,0,0.04510696508055,0,0.0,0
150967990,0,0,0,1,15,16,1,0,0,0.02248486523428244,0,0.0,0
150964811,0,0,0,1,13,14,1,0,0,0.01344885209595967,0,0.0,0
150972572,0,0,0,1,13,14,1,0,0,0.031782275533677004,0,0.0,0
150970663,0,0,0,1,14,14,1,1,0,0.05609084611425422,0,0.0,0
150970659,0,0,0,1,15,16,1,0,0,0.02503154592708681,0,0.0,0
150972576,0,0,0,1,13,14,1,0,0,0.037113443484202,0,0.0,0
150974789,0,0,0,1,13,14,1,0,0,0.03151561060498735,0,0.0,0
150975295,0,0,0,1,13,14,1,0,0,0.026672617369804856,0,0.0,0
150975181,0,0,0,1,15,16,1,0,0,0.03661185565485921,0,0.0,0
150982015,0,0,0,1,13,14,1,0,0,0.05756771424367723,0,0.0,0
150979161,0,0,0,1,15,16,1,0,0,0.022238985588798697,0,0.0,0
257352077,0,0,0,1,4,5,1,0,0,0.045112004524645644,0,0.0,0
257348012,0,0,0,1,2,3,1,0,0,0.05559746397199674,0,0.0,0
257350044,0,0,0,1,4,5,1,0,0,0.025185935094653823,0,0.0,0
696824105,0,0,0,1,6,7,1,0,0,0.03655589631257774,0,0.0,0
2384789783,0,0,0,1,18,19,1,0,0,0.03739249779182945,0,0.0,0
486223197,0,0,0,1,17,18,1,0,0,0.018735859240405717,0,0.0,0
2638988934,0,0,0,1,27,28,1,0,0,0.05047863846518263,0,0.0,0
2863854441,0,0,0,1,2,3,1,0,0,0.03991649213745565,0,0.0,0
4394445762,0,0,0,1,3,4,1,0,0,0.03662162900831551,0,0.0,0
455112239,1,0,0,1,7,10,3,0,0,0.0,0,0.0,0
1713093648,0,0,0,1,0,0,0,0,0,25.09319901739181,0,0.0,0
3344490695,0,0,0,1,10,10,0,0,0,711.3794497819604,0,0.0,0
15052364,1,0,0,1,12,12,0,0,0,0.0,0,0.0,0
251645287,1,0,0,1,2,3,2,1,1,0.0,0,0.0,0
4536478870,0,0,0,1,4,4,0,0,1,0.0,0,0.0,0
4536478871,0,0,0,1,4,4,0,0,1,0.0,0,0.0,0
4536478872,0,0,0,1,4,4,0,0,1,0.7792045770213418,0,0.0,0
367488137,1,0,0,1,4,5,1,0,0,0.0,0,0.0,0
4556522444,0,1,0,1,0,9,9,0,0,0.0,0,0.0,0
78092221,1,0,0,1,6,7,1,0,1,0.0,0,0.0,0
236526966,1,0,0,1,1,9,8,0,0,0.0,0,0.0,0
4571617260,0,1,0,1,0,3,3,0,0,0.0,0,0.0,0
4437079087,0,0,0,1,3,3,0,0,1,0.0,0,0.0,0
3260577649,0,0,0,1,3,3,0,0,1,0.0,0,0.0,0
3392716879,0,0,0,1,3,3,0,0,1,0.0,0,0.0,0
4077182290,0,0,0,1,3,3,0,0,1,0.0,0,0.0,0
3204888580,0,0,0,1,3,3,0,0,1,0.0,0,0.0,0
4360296157,0,0,0,1,3,3,0,0,1,0.0,0,0.0,0
3575123993,0,0,0,1,3,3,0,0,1,0.0,0,0.0,0
4422958583,0,0,0,1,3,3,0,0,1,0.0,0,0.0,0
3782109652,0,0,0,1,4,4,0,0,1,0.0,0,0.0,0
4307792288,0,0,0,1,5,12,7,0,1,0.0,0,0.0,0
25395844,1,0,0,1,2,6,4,0,1,0.0,0,0.0,0
78095818,1,0,0,1,2,3,2,1,0,0.0,0,0.0,0
78096239,1,0,0,1,2,3,2,1,0,0.0,0,0.0,0
225625,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
225635,2,0,0,1,6,7,1,0,0,0.0,0,0.0,0
421231,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
443850,2,0,0,1,14,15,1,0,0,0.0,0,0.0,0
447057,2,0,0,1,10,11,1,0,0,0.0,0,0.0,0
447758,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
452253,2,0,0,1,9,10,1,0,0,0.0,0,0.0,0
454406,2,0,0,1,9,10,1,0,0,0.0,0,0.0,0
454409,2,0,0,1,9,10,1,0,0,0.0,0,0.0,0
548598,2,0,0,1,9,10,1,0,0,0.0,0,0.0,0
548600,2,0,0,1,10,11,1,0,0,0.0,0,0.0,0
548640,2,0,0,1,7,8,1,0,0,0.0,0,0.0,0
548706,2,0,0,1,10,11,1,0,0,0.0,0,0.0,0
911601,2,0,0,1,7,8,1,0,0,0.0,0,0.0,0
911665,2,0,0,1,9,10,1,0,0,0.0,0,0.0,0
1106386,2,0,0,1,13,14,1,0,0,0.0,0,0.0,0
1986208,2,0,0,1,8,9,1,0,0,0.0,0,0.0,0
2403848,2,0,0,1,17,18,1,0,0,0.0,0,0.0,0
2525338,2,0,0,1,16,17,1,0,1,0.0,0,0.0,0
2634122,2,0,0,1,14,15,1,0,0,0.0,0,0.0,0
2633683,2,0,0,1,13,14,1,0,0,0.0,0,0.0,0
2634132,2,0,0,1,14,15,1,0,0,0.0,0,0.0,0
2634131,2,0,0,1,13,14,1,0,0,0.0,0,0.0,0
2639156,2,0,0,1,13,14,1,0,0,0.0,0,0.0,0
2639410,2,0,0,1,13,14,1,0,0,0.0,0,0.0,0
2653525,2,0,0,1,13,14,1,0,0,0.0,0,0.0,0
3404673,2,0,0,1,4,5,1,0,0,0.0,0,0.0,0
3424544,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3424545,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3424546,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3424547,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3424550,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3424552,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3424559,2,0,0,1,12,13,1,0,0,0.0,0,0.0,0
3424872,2,0,0,1,12,13,1,0,0,0.0,0,0.0,0
3424873,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3424874,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3424875,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3424877,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3424878,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3424880,2,0,0,1,16,17,1,0,0,0.0,0,0.0,0
3424882,2,0,0,1,13,14,1,0,0,0.0,0,0.0,0
3424886,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3424887,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3424888,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3424889,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3424890,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3425633,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3425634,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3425635,2,0,0,1,13,14,1,0,0,0.0,0,0.0,0
3425636,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3425637,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3425638,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3425868,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3425871,2,0,0,1,12,13,1,0,0,0.0,0,0.0,0
3425872,2,0,0,1,12,13,1,0,0,0.0,0,0.0,0
3425873,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3426336,2,0,0,1,12,13,1,0,0,0.0,0,0.0,0
3426345,2,0,0,1,12,13,1,0,0,0.0,0,0.0,0
3426339,2,0,0,1,12,13,1,0,0,0.0,0,0.0,0
3426349,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3426353,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3426363,2,0,0,1,12,13,1,0,0,0.0,0,0.0,0
3426356,2,0,0,1,16,17,1,0,0,0.0,0,0.0,0
3426365,2,0,0,1,12,13,1,0,0,0.0,0,0.0,0
3426366,2,0,0,1,12,13,1,0,0,0.0,0,0.0,0
3426367,2,0,0,1,12,13,1,0,0,0.0,0,0.0,0
3426615,2,0,0,1,12,13,1,0,0,0.0,0,0.0,0
3426368,2,0,0,1,12,13,1,0,0,0.0,0,0.0,0
3437957,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3542536,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3614760,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3614761,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3542537,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3662823,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3614762,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3812218,2,0,0,1,10,11,1,0,0,0.0,0,0.0,0
3817069,2,0,0,1,12,13,1,0,0,0.0,0,0.0,0
3817068,2,0,0,1,12,13,1,0,0,0.0,0,0.0,0
3817071,2,0,0,1,12,13,1,0,0,0.0,0,0.0,0
3817164,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3817191,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3829142,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3817219,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3904016,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
3907473,2,0,0,1,12,13,1,0,0,0.0,0,0.0,0
3905464,2,0,0,1,6,7,1,0,0,0.0,0,0.0,0
3905468,2,0,0,1,5,6,1,0,0,0.0,0,0.0,0
3988760,2,0,0,1,10,11,1,0,0,0.0,0,0.0,0
4286736,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
4286865,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
4286939,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
4287100,2,0,0,1,10,11,1,0,0,0.0,0,0.0,0
4578023,2,0,0,1,12,13,1,0,0,0.0,0,0.0,0
4722292,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
4722293,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
5587855,2,0,0,1,11,12,1,0,0,0.0,0,0.0,0
5962783,2,0,0,1,6,7,1,0,0,0.0,0,0.0,0
6458517,2,0,0,1,12,13,1,0,0,0.0,0,0.0,0
5979753,2,0,0,1,6,7,1,0,0,0.0,0,0.0,0
6553940,2,0,0,1,8,9,1,0,0,0.0,0,0.0,0
6618922,2,0,0,1,8,9,1,0,0,0.0,0,0.0,0
4510710980,0,1,0,1,0,0,0,0,0,0.0,0,0.0,0
4510710981,0,1,0,1,0,0,0,0,0,0.0,0,0.0,0
4510710982,0,1,0,1,0,0,0,0,0,0.0,0,0.0,0
4510710983,0,1,0,1,0,0,0,0,0,0.0,0,0.0,0
454517749,1,1,0,1,0,8,8,0,0,0.0,0,0.0,0
6721862,2,1,0,1,0,0,0,0,0,0.0,0,0.0,1
4505472648,0,0,0,1,0,0,0,0,0,8.941434828870454,0,0.0,0
4505472649,0,0,0,1,0,0,0,0,0,8.941435247914562,0,0.0,0
4505472650,0,0,0,1,0,0,0,0,0,8.941440936956589,0,0.0,0
4505472651,0,0,0,1,0,0,0,0,0,8.941441569348394,0,0.0,0
4505472652,0,0,0,1,0,0,0,0,0,8.941441194826586,0,0.0,0
453872574,1,0,0,1,2,9,8,1,0,0.0,0,0.0,0
4170060450,0,0,1,2,0,0,0,0,0,0.0,0,0.0,0
4170060451,0,0,1,2,0,0,0,0,0,0.0,0,0.0,0
4170060452,0,0,1,2,0,0,0,0,0,0.0,0,0.0,0
4170060453,0,0,1,2,0,0,0,0,0,0.0,0,0.0,0
423974854,1,0,1,2,0,0,0,0,0,0.0,0,0.0,0
416174688,1,0,1,3,0,0,0,0,0,0.0,0,0.0,0
4516496942,0,0,0,1,9,11,2,0,3,0.0,0,0.0,0
4517374724,0,1,0,1,0,7,7,0,0,0.0,0,0.0,0
4523068578,0,0,1,2,0,0,0,0,0,0.0,0,0.0,0
4523068579,0,0,1,2,0,0,0,0,0,0.0,0,0.0,0
455898948,1,0,1,2,0,0,0,0,0,0.0,0,0.0,0
3872938035,0,0,0,1,13,14,1,0,0,0.0,0,0.0,0
4568937741,0,1,0,1,0,0,0,0,0,0.0,0,0.0,0
4568937742,0,1,0,1,0,0,0,0,0,0.0,0,0.0,0
4568937743,0,1,0,1,0,0,0,0,0,0.0,0,0.0,0
4568937744,0,1,0,1,0,0,0,0,0,0.0,0,0.0,0
4568937745,0,1,0,1,0,0,0,0,0,0.0,0,0.0,0
4568937746,0,1,0,1,0,0,0,0,0,0.0,0,0.0,0
4568937747,0,1,0,1,0,0,0,0,0,0.0,0,0.0,0
4568937748,0,1,0,1,0,0,0,0,0,0.0,0,0.0,0
4568937749,0,1,0,1,0,0,0,0,0,0.0,0,0.0,0
4568937750,0,1,0,1,0,0,0,0,0,0.0,0,0.0,0
4568937751,0,1,0,1,0,0,0,0,0,0.0,0,0.0,0
4568937752,0,1,0,1,0,0,0,0,0,0.0,0,0.0,0
4568937753,0,1,0,1,0,0,0,0,0,0.0,0,0.0,0
4568937754,0,1,0,1,0,0,0,0,0,0.0,0,0.0,0
4568937755,0,1,0,1,0,0,0,0,0,0.0,0,0.0,0
4568937756,0,1,0,1,0,0,0,0,0,0.0,0,0.0,0
4568937757,0,1,0,1,0,0,0,0,0,0.0,0,0.0,0
4568937758,0,1,0,1,0,0,0,0,0,0.0,0,0.0,0
461389232,1,1,0,1,0,1,1,0,0,0.0,0,0.0,0
294095100,0,0,0,1,0,0,0,0,0,5.762075857490215,0,0.0,0
294095101,0,0,0,1,0,0,0,0,0,8.256240093113485,0,0.0,0
294095103,0,0,0,1,0,0,0,0,0,3.051884431327114,0,0.0,0
294095104,0,0,0,1,0,0,0,0,0,1.5834693407440363,0,0.0,0
294095105,0,0,0,1,0,0,0,0,0,4.757642673610006,0,0.0,0
294095107,0,0,0,1,0,0,0,0,0,3.9745767848635887,0,0.0,0
294095108,0,0,0,1,0,0,0,0,0,3.434419427298848,0,0.0,0
294095109,0,0,0,1,0,0,0,0,0,4.629766528155298,0,0.0,0
294095110,0,0,0,1,0,0,0,0,0,4.471202021077188,0,0.0,0
294095111,0,0,0,1,0,0,0,0,0,4.694312412487749,0,0.0,0
2131499634,0,0,0,1,0,0,0,0,0,1.8346194814460588,0,0.0,0
2131499637,0,0,0,1,0,0,0,0,0,0.5373467355436704,0,0.0,0
2131499664,0,0,0,1,0,0,0,0,0,0.48321576035384095,0,0.0,0
2131499671,0,0,0,1,0,0,0,0,0,1.1794826266627798,0,0.0,0
4173412088,0,0,0,1,0,0,0,0,0,0.5239782860833679,0,0.0,0
4173413493,0,0,0,1,0,0,0,0,0,0.7964759500884897,0,0.0,0
4173413494,0,0,0,1,0,0,0,0,0,1.140254173551135,0,0.0,0
4173413497,0,0,0,1,0,0,0,0,0,0.692119005987906,0,0.0,0
4173413498,0,0,0,1,0,0,0,0,0,0.9429026494149555,0,0.0,0
4173413499,0,0,0,1,0,0,0,0,0,0.6811236949513897,0,0.0,0
4173413500,0,0,0,1,0,0,0,0,0,0.4866749337089501,0,0.0,0
4173413501,0,0,0,1,0,0,0,0,0,3.9873004146150635,0,0.0,0
4173413560,0,0,0,1,0,0,0,0,0,0.8873990535657221,0,0.0,0
4173413564,0,0,0,1,0,0,0,0,0,1.1035090902919056,0,0.0,0
4173434593,0,0,0,1,0,0,0,0,0,6.364805741603066,0,0.0,0
4230779871,0,0,0,1,0,0,0,0,0,1.7185611022667107,0,0.0,0
4230779872,0,0,0,1,0,0,0,0,0,1.7185603484061545,0,0.0,0
4230779873,0,0,0,1,0,0,0,0,0,1.7185599615835985,0,0.0,0
4230779875,0,0,0,1,0,0,0,0,0,1.718563147368329,0,0.0,0
4230779876,0,0,0,1,0,0,0,0,0,1.7185642672849248,0,0.0,0
294095029,0,0,0,1,0,0,0,0,0,5.506983704785236,0,0.0,0
294095031,0,0,0,1,0,0,0,0,0,6.371919189695955,0,0.0,0
