changeset_id,obj_id,object_type,version_count,is_delete,is_create,is_modify,last_modified_time,created_time,tag_count,tag_add_count,tag_remove_count,tag_modify_count,name_changed,length_change_ratio,area_change_ratio,node_count_change,centroid_shift,changeset_size,user_edit_count,user_object_diversity,time_gap_prev
44802035,4582390872,0,2,1,0,0,1483142070,0,0,0,0,0,0,0.0,0.0,0,0.0,4,396,2,0
43709438,34730631,0,4,0,0,1,1479294034,0,7,1,0,0,0,0.0,0.0,0,0.03220903055200692,144,144,1,85525944
43709438,34733094,0,5,0,0,1,1479294034,0,7,1,0,0,0,0.0,0.0,0,0.06714278460023117,144,144,1,85525656
43709438,29546940,0,23,0,0,1,1479294034,0,32,1,0,0,0,0.0,0.0,0,0.03198448926747684,144,144,1,15621150
43709438,34741297,0,3,0,0,1,1479294035,0,8,1,0,0,0,0.0,0.0,0,0.06327117051639733,144,144,1,85517506
43709438,34733949,0,4,0,0,1,1479294035,0,7,1,0,0,0,0.0,0.0,0,0.031751545738372015,144,144,1,85525776
43709438,34736758,0,4,0,0,1,1479294035,0,7,1,0,0,0,0.0,0.0,0,0.04389135830014431,144,144,1,83449654
43709438,34742713,0,4,0,0,1,1479294035,0,6,1,0,0,0,0.0,0.0,0,0.03419935252240883,144,144,1,83449654
43709438,34743345,0,4,0,0,1,1479294035,0,6,1,0,0,0,0.0,0.0,0,0.011119492794399348,144,144,1,83449654
43709438,34740246,0,5,0,0,1,1479294035,0,6,1,0,0,0,0.0,0.0,0,0.03753466725868435,144,144,1,60098597
43709438,48466175,0,4,0,0,1,1479294036,0,6,1,0,0,0,0.0,0.0,0,0.04695399454232868,144,144,1,4300337
43709438,48638068,0,4,0,0,1,1479294036,0,7,1,0,0,0,0.0,0.0,0,0.03419407550083385,144,144,1,85428882
43709438,34746675,0,5,0,0,1,1479294036,0,18,1,0,0,0,0.0,0.0,0,0.022616599732052725,144,144,1,49924044
43709438,48638720,0,6,0,0,1,1479294036,0,20,1,0,0,0,0.0,0.0,0,0.037367207152763524,144,144,1,49924903
43709438,40207774,0,8,0,0,1,1479294036,0,6,1,0,0,0,0.0,0.0,0,0.014661897437426451,144,144,1,67224780
43709438,48702375,0,3,0,0,1,1479294037,0,6,1,0,0,0,0.0,0.0,0,0.011119492004311874,144,144,1,85415570
43709438,48646193,0,4,0,0,1,1479294037,0,7,1,0,0,0,0.0,0.0,0,0.043630543460796346,144,144,1,85507684
43709438,48641266,0,5,0,0,1,1479294037,0,5,1,0,0,0,0.0,0.0,0,0.025122297439545204,144,144,1,83447182
43709438,48653497,0,5,0,0,1,1479294037,0,5,1,0,0,0,0.0,0.0,0,0.026880609608438622,144,144,1,4300338
43709438,48656213,0,6,0,0,1,1479294037,0,5,1,0,0,0,0.0,0.0,0,0.04447797038750992,144,144,1,4300338
43709438,48658972,0,6,0,0,1,1479294037,0,5,1,0,0,0,0.0,0.0,0,0.05376545187223743,144,144,1,4300338
43709438,48698281,0,7,0,0,1,1479294037,0,6,1,0,0,0,0.0,0.0,0,0.03923111949010466,144,144,1,85418472
43709438,48702465,0,3,0,0,1,1479294038,0,7,1,0,0,0,0.0,0.0,0,0.025181921146081275,144,144,1,85415571
43709438,48704719,0,5,0,0,1,1479294038,0,19,1,0,0,0,0.0,0.0,0,0.03659960116626398,144,144,1,49924403
43709438,48709935,0,7,0,0,1,1479294038,0,18,1,0,0,0,0.0,0.0,0,0.05368898368145029,144,144,1,49924903
43709438,48714460,0,17,0,0,1,1479294038,0,20,1,0,0,0,0.0,0.0,0,0.018665293422938923,144,144,1,2581925
43709438,48719862,0,4,0,0,1,1479294039,0,19,1,0,0,0,0.0,0.0,0,0.034188036314195105,144,144,1,50071337
43709438,48717784,0,8,0,0,1,1479294039,0,24,1,0,0,0,0.0,0.0,0,0.02506525966306939,144,144,1,50071337
43709438,48718610,0,9,0,0,1,1479294039,0,19,1,0,0,0,0.0,0.0,0,0.046904246327823904,144,144,1,49924905
43709438,111218255,0,3,0,0,1,1479294040,0,4,1,0,0,0,0.0,0.0,0,0.046926809215388846,144,144,1,83449662
43709438,111227203,0,3,0,0,1,1479294040,0,5,1,0,0,0,0.0,0.0,0,0.04025272251777621,144,144,1,83449660
43709438,111230515,0,3,0,0,1,1479294040,0,5,1,0,0,0,0.0,0.0,0,0.06705952885025294,144,144,1,83449660
43709438,111237912,0,3,0,0,1,1479294040,0,5,1,0,0,0,0.0,0.0,0,0.044876768446959155,144,144,1,83447187
43709438,48721198,0,4,0,0,1,1479294040,0,8,1,0,0,0,0.0,0.0,0,0.05997394031584265,144,144,1,85509554
43709438,111234009,0,4,0,0,1,1479294040,0,5,1,0,0,0,0.0,0.0,0,0.025033604230443828,144,144,1,83449658
43709438,111236199,0,5,0,0,1,1479294040,0,8,1,0,0,0,0.0,0.0,0,0.036550705050855094,144,144,1,22832207
43709438,111239966,0,3,0,0,1,1479294041,0,5,1,0,0,0,0.0,0.0,0,0.022238985588798697,144,144,1,83447187
43709438,111242581,0,3,0,0,1,1479294041,0,5,1,0,0,0,0.0,0.0,0,0.04447797038750992,144,144,1,83447186
43709438,111245474,0,3,0,0,1,1479294041,0,5,1,0,0,0,0.0,0.0,0,0.05364126105697927,144,144,1,83446111
43709438,111240934,0,4,0,0,1,1479294041,0,5,1,0,0,0,0.0,0.0,0,0.06318961639256591,144,144,1,42344502
43709438,111243636,0,4,0,0,1,1479294041,0,8,1,0,0,0,0.0,0.0,0,0.025069119150764152,144,144,1,33786873
43709438,111244588,0,5,0,0,1,1479294041,0,4,1,0,0,0,0.0,0.0,0,0.06313557620321081,144,144,1,83446111
43709438,111252569,0,2,0,0,1,1479294042,0,3,1,1,0,0,0.0,0.0,0,0.05047506822230599,144,144,1,284377767
43709438,111260330,0,3,0,0,1,1479294042,0,5,1,0,0,0,0.0,0.0,0,0.025207419237901242,144,144,1,83449665
43709438,111263832,0,3,0,0,1,1479294042,0,5,1,0,0,0,0.0,0.0,0,0.03335847838319805,144,144,1,83449663
43709438,111267773,0,3,0,0,1,1479294042,0,5,1,0,0,0,0.0,0.0,0,0.025284498677196943,144,144,1,83449662
43709438,111275465,0,3,0,0,1,1479294042,0,5,1,0,0,0,0.0,0.0,0,0.013455696788050676,144,144,1,83449662
43709438,111266204,0,5,0,0,1,1479294042,0,6,1,0,0,0,0.0,0.0,0,0.03945986128400064,144,144,1,83449663
43709438,111278802,0,3,0,0,1,1479294043,0,5,1,0,0,0,0.0,0.0,0,0.05610782771062936,144,144,1,83449662
43709438,137898019,0,3,0,0,1,1479294043,0,5,1,0,0,0,0.0,0.0,0,0.03187761899485436,144,144,1,83449666
43709438,137904805,0,3,0,0,1,1479294043,0,3,1,1,0,0,0.0,0.0,0,0.02485656731979667,144,144,1,283128182
43709438,137918276,0,4,0,0,1,1479294043,0,21,1,0,0,0,0.0,0.0,0,0.046917009767865024,144,144,1,50071341
43709438,137907145,0,7,0,0,1,1479294043,0,7,1,0,0,0,0.0,0.0,0,0.022424886437630725,144,144,1,85508745
43709438,137911007,0,7,0,0,1,1479294043,0,17,1,0,0,0,0.0,0.0,0,0.026788747187458016,144,144,1,49924908
43709438,137970106,0,2,0,0,1,1479294044,0,3,1,1,0,0,0.0,0.0,0,0.05348165809512598,144,144,1,283129866
43709438,137920339,0,3,0,0,1,1479294044,0,3,1,1,0,0,0.0,0.0,0,0.056090935232079,144,144,1,283128160
43709438,137927504,0,3,0,0,1,1479294044,0,3,1,1,0,0,0.0,0.0,0,0.014807878028150397,144,144,1,283128127
43709438,137929628,0,3,0,0,1,1479294044,0,3,1,1,0,0,0.0,0.0,0,0.03335847838319805,144,144,1,283128258
43709438,137932850,0,3,0,0,1,1479294044,0,3,1,1,0,0,0.0,0.0,0,0.026791242723645872,144,144,1,283128330
43709438,137938023,0,4,0,0,1,1479294044,0,5,1,0,0,0,0.0,0.0,0,0.05349053954400929,144,144,1,83449662
43709438,137966659,0,4,0,0,1,1479294044,0,6,1,0,1,0,0.0,0.0,0,0.03186767417221127,144,144,1,83449662
43709438,137935064,0,7,0,0,1,1479294044,0,5,1,0,0,0,0.0,0.0,0,0.02345730693228144,144,144,1,83449663
43709438,137987056,0,2,0,0,1,1479294045,0,3,1,1,0,0,0.0,0.0,0,0.023445490635269125,144,144,1,283129325
43709438,137991599,0,2,0,0,1,1479294045,0,3,1,1,0,0,0.0,0.0,0,0.014867777644167062,144,144,1,283129183
43709438,137997198,0,2,0,0,1,1479294045,0,3,1,1,0,0,0.0,0.0,0,0.04465029491487613,144,144,1,283128987
43709438,137999859,0,2,0,0,1,1479294045,0,3,1,1,0,0,0.0,0.0,0,0.04981468739378333,144,144,1,283128904
43709438,138027012,0,2,0,0,1,1479294045,0,3,1,1,0,0,0.0,0.0,0,0.026749219545396687,144,144,1,283128048
43709438,140348905,0,2,0,0,1,1479294045,0,3,1,1,0,0,0.0,0.0,0,0.03177231760387194,144,144,1,283045553
43709438,138010977,0,4,0,0,1,1479294045,0,3,1,0,0,0,0.0,0.0,0,0.022238985588798697,144,144,1,136647948
43709438,140352003,0,4,0,0,1,1479294045,0,5,1,0,0,0,0.0,0.0,0,0.037242667536847435,144,144,1,17123552
43709438,140364932,0,2,0,0,1,1479294047,0,3,1,1,0,0,0.0,0.0,0,0.022238984798711222,144,144,1,283044979
43709438,140381909,0,2,0,0,1,1479294047,0,3,1,1,0,0,0.0,0.0,0,0.0534345073468549,144,144,1,283044271
43709438,140386492,0,2,0,0,1,1479294047,0,3,1,1,0,0,0.0,0.0,0,0.03654053359035862,144,144,1,283044077
43709438,140968976,0,2,0,0,1,1479294047,0,3,1,1,0,0,0.0,0.0,0,0.024831866774360774,144,144,1,283019946
43709438,140971270,0,2,0,0,1,1479294047,0,3,1,1,0,0,0.0,0.0,0,0.03175089805837951,144,144,1,283019853
43709438,140973364,0,2,0,0,1,1479294047,0,3,1,1,0,0,0.0,0.0,0,0.037128340857523874,144,144,1,283019764
43709438,140377142,0,4,0,0,1,1479294047,0,4,1,0,0,0,0.0,0.0,0,0.013393370726239294,144,144,1,83447193
43709438,140975603,0,2,0,0,1,1479294048,0,3,1,1,0,0,0.0,0.0,0,0.024859041489652036,144,144,1,283019666
43709438,140986178,0,2,0,0,1,1479294048,0,3,1,1,0,0,0.0,0.0,0,0.029699366448872947,144,144,1,283019203
43709438,140990184,0,2,0,0,1,1479294048,0,3,1,1,0,0,0.0,0.0,0,0.07036041538242276,144,144,1,283019015
43709438,140992604,0,2,0,0,1,1479294048,0,3,1,1,0,0,0.0,0.0,0,0.037122368860333446,144,144,1,283018903
43709438,140994451,0,2,0,0,1,1479294048,0,3,1,1,0,0,0.0,0.0,0,0.022283970427930774,144,144,1,283018823
43709438,140996661,0,2,0,0,1,1479294048,0,3,1,1,0,0,0.0,0.0,0,0.036508271629454955,144,144,1,283018736
43709438,140998748,0,2,0,0,1,1479294048,0,3,1,1,0,0,0.0,0.0,0,0.026739866614690234,144,144,1,283018653
43709438,141008618,0,2,0,0,1,1479294048,0,3,1,1,0,0,0.0,0.0,0,0.057562850573229775,144,144,1,283018249
43709438,141010721,0,2,0,0,1,1479294048,0,3,1,1,0,0,0.0,0.0,0,0.06698009892028578,144,144,1,283018163
43709438,140984478,0,3,0,0,1,1479294048,0,3,1,0,0,0,0.0,0.0,0,0.04691340979782323,144,144,1,105068322
43709438,141008603,0,3,0,0,1,1479294048,0,4,1,0,0,0,0.0,0.0,0,0.05798702163680258,144,144,1,83446117
43709438,140988379,0,5,0,0,1,1479294048,0,4,1,0,0,0,0.0,0.0,0,0.03730116855576104,144,144,1,83446118
43709438,140980889,0,6,0,0,1,1479294048,0,5,1,0,0,0,0.0,0.0,0,0.06308442197071816,144,144,1,83446119
43709438,141051965,0,2,0,0,1,1479294049,0,3,1,1,0,0,0.0,0.0,0,0.0400077659664812,144,144,1,283016619
43709438,141051973,0,2,0,0,1,1479294049,0,3,1,1,0,0,0.0,0.0,0,0.007364217712732902,144,144,1,283016619
43709438,141057142,0,2,0,0,1,1479294049,0,3,1,1,0,0,0.0,0.0,0,0.024733475181505947,144,144,1,283016429
43709438,141083811,0,2,0,0,1,1479294049,0,3,1,1,0,0,0.0,0.0,0,0.049586664862949305,144,144,1,283015479
43709438,141067933,0,3,0,0,1,1479294049,0,5,1,0,0,0,0.0,0.0,0,0.023427534347033294,144,144,1,83447192
43709438,141079809,0,3,0,0,1,1479294049,0,5,1,0,0,0,0.0,0.0,0,0.04281598539862846,144,144,1,83449669
43709438,150935667,0,3,0,0,1,1479294049,0,14,1,0,0,0,0.0,0.0,0,0.04511650707008626,144,144,1,250735742
43709438,150934610,0,5,0,0,1,1479294049,0,14,1,0,0,0,0.0,0.0,0,0.04509504951196799,144,144,1,126137997
43709438,150933908,0,6,0,0,1,1479294049,0,14,1,0,0,0,0.0,0.0,0,0.04695178913333704,144,144,1,13318823
43709438,150936508,0,5,0,0,1,1479294050,0,35,1,0,0,0,0.0,0.0,0,0.02227001265962549,144,144,1,46990938
43709438,150937894,0,5,0,0,1,1479294050,0,12,1,0,0,0,0.0,0.0,0,0.05348770243768777,144,144,1,119457213
43709438,150937401,0,6,0,0,1,1479294050,0,27,1,0,0,0,0.0,0.0,0,0.03006609366872455,144,144,1,49924415
43709438,150939382,0,3,0,0,1,1479294051,0,14,1,0,0,0,0.0,0.0,0,0.015151857192157626,144,144,1,250735720
43709438,150938746,0,4,0,0,1,1479294051,0,16,1,0,0,0,0.0,0.0,0,0.03172039445322207,144,144,1,85415090
43709438,150941165,0,4,0,0,1,1479294051,0,16,1,0,0,0,0.0,0.0,0,0.0074912750609539,144,144,1,85510264
43709438,150939994,0,7,0,0,1,1479294051,0,16,1,0,0,0,0.0,0.0,0,0.03420316392668439,144,144,1,85414637
43709438,150941747,0,3,0,0,1,1479294052,0,14,1,0,0,0,0.0,0.0,0,0.06330760390616366,144,144,1,250735700
43709438,150942431,0,4,0,0,1,1479294052,0,12,1,0,0,0,0.0,0.0,0,0.04447797038750992,144,144,1,188754651
43709438,150943688,0,5,0,0,1,1479294052,0,15,1,0,0,0,0.0,0.0,0,0.05987570638884557,144,144,1,130345672
43709438,150943340,0,8,0,0,1,1479294052,0,16,1,0,1,0,0.0,0.0,0,0.03728688721115987,144,144,1,67565378
43709438,150952869,0,3,0,0,1,1479294053,0,14,1,0,0,0,0.0,0.0,0,0.018626089745860105,144,144,1,250735634
43709438,150956544,0,4,0,0,1,1479294053,0,16,1,0,0,0,0.0,0.0,0,0.029973500574591333,144,144,1,85510525
43709438,150952726,0,5,0,0,1,1479294053,0,16,1,0,0,0,0.0,0.0,0,0.018635825613031065,144,144,1,85509319
43709438,150955370,0,5,0,0,1,1479294053,0,14,1,0,0,0,0.0,0.0,0,0.023454041895670668,144,144,1,83447198
43709438,150946405,0,6,0,0,1,1479294053,0,17,1,0,0,0,0.0,0.0,0,0.022580053715171237,144,144,1,81485324
43709438,150956984,0,6,0,0,1,1479294054,0,14,1,0,0,0,0.0,0.0,0,0.06327572198187847,144,144,1,62463687
43709438,150958540,0,6,0,0,1,1479294054,0,16,1,0,0,0,0.0,0.0,0,0.04447797038750992,144,144,1,85512098
43709438,150958806,0,8,0,0,1,1479294054,0,16,1,0,0,0,0.0,0.0,0,0.06699361400427571,144,144,1,70020961
43709438,150960215,0,4,0,0,1,1479294055,0,16,1,0,0,0,0.0,0.0,0,0.02679728511314119,144,144,1,85513597
43709438,150958882,0,5,0,0,1,1479294055,0,16,1,0,0,0,0.0,0.0,0,0.04510439359785712,144,144,1,85413303
43709438,150960164,0,5,0,0,1,1479294055,0,14,1,0,0,0,0.0,0.0,0,0.03881321226689335,144,144,1,83449677
43709438,150963633,0,5,0,0,1,1479294055,0,16,1,0,0,0,0.0,0.0,0,0.011119492794399348,144,144,1,85510527
43709438,150964086,0,5,0,0,1,1479294055,0,14,1,0,0,0,0.0,0.0,0,0.05361959519901643,144,144,1,83449677
43709438,150964720,0,4,0,0,1,1479294056,0,14,1,1,0,0,0.0,0.0,0,0.04990061821754219,144,144,1,250735547
43709438,150966349,0,4,0,0,1,1479294056,0,16,1,0,0,0,0.0,0.0,0,0.04510696508055,144,144,1,85512780
43709438,150967990,0,4,0,0,1,1479294056,0,16,1,0,0,0,0.0,0.0,0,0.02248486523428244,144,144,1,85511022
43709438,150964811,0,7,0,0,1,1479294056,0,14,1,0,0,0,0.0,0.0,0,0.01344885209595967,144,144,1,4369807
43709438,150972572,0,3,0,0,1,1479294057,0,14,1,0,0,0,0.0,0.0,0,0.031782275533677004,144,144,1,250735495
43709438,150970663,0,4,0,0,1,1479294057,0,14,1,1,0,0,0.0,0.0,0,0.05609084611425422,144,144,1,250735505
43709438,150970659,0,5,0,0,1,1479294057,0,16,1,0,0,0,0.0,0.0,0,0.02503154592708681,144,144,1,85508524
43709438,150972576,0,5,0,0,1,1479294057,0,14,1,0,0,0,0.0,0.0,0,0.037113443484202,144,144,1,102136423
43709438,150974789,0,8,0,0,1,1479294057,0,14,1,0,0,0,0.0,0.0,0,0.03151561060498735,144,144,1,62128497
43709438,150975295,0,3,0,0,1,1479294058,0,14,1,0,0,0,0.0,0.0,0,0.026672617369804856,144,144,1,250735483
43709438,150975181,0,5,0,0,1,1479294058,0,16,1,0,0,0,0.0,0.0,0,0.03661185565485921,144,144,1,85518685
43709438,150982015,0,5,0,0,1,1479294058,0,14,1,0,0,0,0.0,0.0,0,0.05756771424367723,144,144,1,83447203
43709438,150979161,0,6,0,0,1,1479294058,0,16,1,0,0,0,0.0,0.0,0,0.022238985588798697,144,144,1,85521771
43709438,257352077,0,3,0,0,1,1479294059,0,5,1,0,0,0,0.0,0.0,0,0.045112004524645644,144,144,1,83449677
43709438,257348012,0,4,0,0,1,1479294059,0,3,1,0,0,0,0.0,0.0,0,0.05559746397199674,144,144,1,169132786
43709438,257350044,0,4,0,0,1,1479294059,0,5,1,0,0,0,0.0,0.0,0,0.025185935094653823,144,144,1,83446128
43709438,696824105,0,5,0,0,1,1479294059,0,7,1,0,0,0,0.0,0.0,0,0.03655589631257774,144,144,1,85509026
43709438,2384789783,0,5,0,0,1,1479294059,0,19,1,0,0,0,0.0,0.0,0,0.03739249779182945,144,144,1,49924925
43709438,486223197,0,10,0,0,1,1479294059,0,18,1,0,0,0,0.0,0.0,0,0.018735859240405717,144,144,1,50518801
43709438,2638988934,0,11,0,0,1,1479294059,0,28,1,0,0,0,0.0,0.0,0,0.05047863846518263,144,144,1,37657181
43709438,2863854441,0,2,0,0,1,1479294060,0,3,1,0,0,0,0.0,0.0,0,0.03991649213745565,144,144,1,79008692
43709438,4394445762,0,3,0,0,1,1479294060,0,4,1,0,0,0,0.0,0.0,0,0.03662162900831551,144,144,1,4300361
43874524,455112239,1,2,0,0,1,1479799150,0,10,3,0,0,0,0.0,0.0,0,0.0,1,1,1,90
44010195,1713093648,0,2,0,0,1,1480315913,0,0,0,0,0,0,0.0,0.0,0,25.09319901739181,4,4,2,146095124
44010195,3344490695,0,3,0,0,1,1480315913,0,10,0,0,0,0,0.0,0.0,0,711.3794497819604,4,4,2,46399444
44010195,15052364,1,5,0,0,1,1480315913,0,12,0,0,0,0,0.0,0.0,1,0.0,4,4,2,96295683
44010195,251645287,1,2,0,0,1,1480315914,0,3,2,1,1,1,0.0,0.0,0,0.0,4,4,2,93400391
44146912,4536478870,0,2,0,0,1,1480769433,0,4,0,0,1,0,0.0,0.0,0,0.0,3,3,1,216
44146912,4536478871,0,2,0,0,1,1480769433,0,4,0,0,1,0,0.0,0.0,0,0.0,3,3,1,216
44146912,4536478872,0,2,0,0,1,1480769433,0,4,0,0,1,0,0.0,0.0,0,0.7792045770213418,3,3,1,216
44193642,367488137,1,4,0,0,1,1480942686,0,5,1,0,0,0,0.0,0.0,0,0.0,1,1,1,1732
44438280,4556522444,0,1,0,1,0,1481833399,1481833399,9,9,0,0,1,0.0,0.0,0,0.0,1,1,1,0
44545455,78092221,1,4,0,0,1,1482220480,0,7,1,0,1,1,0.0,0.0,0,0.0,1,3,1,524
44589638,236526966,1,3,0,0,1,1482377440,0,9,8,0,0,1,0.0,0.0,0,0.0,1,1,1,50155797
44662058,4571617260,0,1,0,1,0,1482640794,1482640794,3,3,0,0,1,0.0,0.0,0,0.0,10,10,1,0
44662058,4437079087,0,2,0,0,1,1482640794,0,3,0,0,1,0,0.0,0.0,0,0.0,10,10,1,6786764
44662058,3260577649,0,3,0,0,1,1482640794,0,3,0,0,1,0,0.0,0.0,0,0.0,10,10,1,62702140
44662058,3392716879,0,3,0,0,1,1482640794,0,3,0,0,1,0,0.0,0.0,0,0.0,10,10,1,23918596
44662058,4077182290,0,3,0,0,1,1482640794,0,3,0,0,1,0,0.0,0.0,0,0.0,10,10,1,2212926
44662058,3204888580,0,6,0,0,1,1482640794,0,3,0,0,1,0,0.0,0.0,0,0.0,10,10,1,7576714
44662058,4360296157,0,8,0,0,1,1482640794,0,3,0,0,1,0,0.0,0.0,0,0.0,10,10,1,9730941
44662058,3575123993,0,2,0,0,1,1482640795,0,3,0,0,1,0,0.0,0.0,0,0.0,10,10,1,49146772
44662058,4422958583,0,2,0,0,1,1482640795,0,3,0,0,1,0,0.0,0.0,0,0.0,10,10,1,7567513
44662058,3782109652,0,5,0,0,1,1482640795,0,4,0,0,1,0,0.0,0.0,0,0.0,10,10,1,38096592
44780617,4307792288,0,2,0,0,1,1483060414,0,12,7,0,1,0,0.0,0.0,0,0.0,1,1,1,14308476
44800974,25395844,1,20,0,0,1,1483136772,0,6,4,0,1,1,0.0,0.0,0,0.0,1,396,2,18307773
44814057,78095818,1,3,0,0,1,1483185984,0,3,2,1,0,0,0.0,0.0,0,0.0,2,3,1,168112701
44814057,78096239,1,3,0,0,1,1483185985,0,3,2,1,0,0,0.0,0.0,0,0.0,2,3,1,168112653
44880781,225625,2,13,0,0,1,1483440926,0,12,1,0,0,0,0.0,0.0,0,0.0,102,102,1,13904245
44880781,225635,2,10,0,0,1,1483440927,0,7,1,0,0,0,0.0,0.0,0,0.0,102,102,1,51087143
44880781,421231,2,17,0,0,1,1483440927,0,12,1,0,0,0,0.0,0.0,0,0.0,102,102,1,25291132
44880781,443850,2,22,0,0,1,1483440930,0,15,1,0,0,0,0.0,0.0,0,0.0,102,102,1,62682267
44880781,447057,2,15,0,0,1,1483440932,0,11,1,0,0,0,0.0,0.0,0,0.0,102,102,1,23316308
44880781,447758,2,8,0,0,1,1483440935,0,12,1,0,0,0,0.0,0.0,0,0.0,102,102,1,22063611
44880781,452253,2,9,0,0,1,1483440935,0,10,1,0,0,0,0.0,0.0,0,0.0,102,102,1,79356277
44880781,454406,2,7,0,0,1,1483440936,0,10,1,0,0,0,0.0,0.0,0,0.0,102,102,1,51087151
44880781,454409,2,13,0,0,1,1483440936,0,10,1,0,0,0,0.0,0.0,0,0.0,102,102,1,48685462
44880781,548598,2,5,0,0,1,1483440938,0,10,1,0,0,0,0.0,0.0,0,0.0,102,102,1,48863729
44880781,548600,2,6,0,0,1,1483440939,0,11,1,0,0,0,0.0,0.0,0,0.0,102,102,1,19551863
44880781,548640,2,11,0,0,1,1483440940,0,8,1,0,0,0,0.0,0.0,0,0.0,102,102,1,48685462
44880781,548706,2,6,0,0,1,1483440941,0,11,1,0,0,0,0.0,0.0,0,0.0,102,102,1,51604257
44880781,911601,2,11,0,0,1,1483440942,0,8,1,0,0,0,0.0,0.0,0,0.0,102,102,1,26515187
44880781,911665,2,7,0,0,1,1483440945,0,10,1,0,0,0,0.0,0.0,0,0.0,102,102,1,52394407
44880781,1106386,2,4,0,0,1,1483440946,0,14,1,0,0,0,0.0,0.0,0,0.0,102,102,1,148366095
44880781,1986208,2,5,0,0,1,1483440946,0,9,1,0,0,0,0.0,0.0,0,0.0,102,102,1,34016486
44880781,2403848,2,7,0,0,1,1483440947,0,18,1,0,0,0,0.0,0.0,0,0.0,102,102,1,50724435
44880781,2525338,2,15,0,0,1,1483440948,0,17,1,0,1,0,0.0,0.0,0,0.0,102,102,1,2408146
44880781,2634122,2,5,0,0,1,1483440950,0,15,1,0,0,0,0.0,0.0,0,0.0,102,102,1,59879398
44880781,2633683,2,6,0,0,1,1483440950,0,14,1,0,0,0,0.0,0.0,0,0.0,102,102,1,66781347
44880781,2634132,2,4,0,0,1,1483440951,0,15,1,0,0,0,0.0,0.0,0,0.0,102,102,1,77173369
